price,processor number,processor year,processor clock speed,processor core count,SSD,drive capacity,RAM,GPU memory,screen size,pixel count,weight,speakers,touchscreen,microphone,webcam,brand_ASUS,brand_Avita,brand_DELL,brand_HP,brand_Infinix,brand_LG,brand_Lenovo,brand_MSI,brand_Mi,brand_Nokia,brand_RedmiBook,brand_Vaio,brand_acer,brand_lenovo,brand_realme,processor brand_AMD,processor brand_Intel
109990.0,7.0,2021.0,4.7,14.0,1.0,512.0,16.0,4.0,15.6,2073600.0,2.6,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
78190.0,5.0,2019.8123123123123,3.2,6.0,1.0,512.0,8.0,4.0,15.6,2073600.0,1.98,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
129980.0,7.0,2021.0,4.7,14.0,1.0,1024.0,16.0,4.0,16.1,2073600.0,2.32,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
53990.0,3.0,2020.0,3.0,2.0,1.0,512.0,8.0,4.215290322580645,15.6,2073600.0,1.9,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
44900.0,5.0,2019.0,7.451662777129522,4.664315937940762,1.0,512.0,8.0,4.215290322580645,15.6,777600.0,1.739421728971963,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
36890.0,1.0,2019.8123123123123,1.1,4.0,1.0,256.0,8.0,4.215290322580645,15.6,1049088.0,1.8,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
66500.0,5.0,2020.0,7.451662777129522,4.664315937940762,1.0,256.0,8.0,4.215290322580645,15.6,2073600.0,1.739421728971963,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
89590.0,7.0,2019.8123123123123,7.451662777129522,4.664315937940762,1.0,512.0,16.0,4.0,15.6,2073600.0,1.739421728971963,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
68900.0,5.0,2019.8123123123123,4.0,6.0,1.0,512.0,16.0,4.215290322580645,16.0,2304000.0,1.9,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
92490.0,5.0,2020.0,2.2,4.664315937940762,1.0,512.0,16.0,4.0,15.6,2073600.0,2.4,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
116990.0,7.0,2021.0,3.0,14.0,1.0,512.0,16.0,4.0,15.6,2073600.0,2.2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
234990.0,9.0,2021.0,2.5,14.0,1.0,1024.0,32.0,8.0,17.3,3686400.0,2.9,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
229990.0,9.0,2021.0,2.5,14.0,1.0,1024.0,32.0,8.0,15.6,3686400.0,2.3,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
104091.0,7.0,2019.8123123123123,3.2,8.0,1.0,512.0,16.0,4.0,16.1,2073600.0,2.48,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
87717.0,7.0,2021.0,3.2,8.0,1.0,512.0,16.0,4.0,15.6,2073600.0,2.25,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
75990.0,5.0,2020.0,7.451662777129522,4.664315937940762,1.0,512.0,16.0,4.215290322580645,14.0,2229285.828810021,1.739421728971963,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
78395.0,7.0,2020.0,2.4,4.0,1.0,512.0,16.0,4.215290322580645,14.0,2073600.0,1.36,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29290.0,1.0,2019.8123123123123,7.451662777129522,4.664315937940762,1.0,256.0,4.0,4.215290322580645,15.6,2229285.828810021,1.739421728971963,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
91308.0,7.0,2021.0,1.8,8.0,1.0,1024.0,16.0,4.215290322580645,13.3,2073600.0,1.31,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
64990.0,5.0,2019.0,2.5,4.0,1.0,1024.0,8.0,4.0,15.6,2073600.0,2.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
32999.0,1.0,2019.8123123123123,3.1,4.0,1.0,256.0,8.0,4.215290322580645,15.6,2073600.0,1.61,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30990.0,1.0,2019.8123123123123,3.2,2.0,1.0,256.0,8.0,4.215290322580645,15.6,2073600.0,1.68,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
149645.0,5.0,2020.0,2.4,8.0,1.0,512.0,16.0,4.215290322580645,13.4,2073600.0,1.16,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
99219.0,7.0,2021.0,1.9,4.664315937940762,1.0,512.0,16.0,4.215290322580645,14.0,2073600.0,1.43,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
82980.0,7.0,2019.8123123123123,7.451662777129522,4.664315937940762,1.0,512.0,16.0,4.0,15.6,2073600.0,1.739421728971963,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
36949.0,3.0,2019.0,7.451662777129522,4.664315937940762,1.0,256.0,8.0,4.215290322580645,15.6,2073600.0,1.739421728971963,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
129990.0,9.0,2021.0,3.1,8.0,1.0,1024.0,32.0,4.0,13.4,2304000.0,1.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
158270.0,7.0,2020.0,4.6,4.664315937940762,1.0,1024.0,16.0,8.0,15.6,2073600.0,2.9,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
47990.0,3.0,2020.0,3.0,2.0,1.0,256.0,8.0,4.215290322580645,15.6,2073600.0,1.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
64990.0,5.0,2020.0,3.2,4.664315937940762,1.0,512.0,16.0,4.215290322580645,14.0,3110400.0,1.37,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
64990.0,5.0,2020.0,3.2,4.664315937940762,1.0,512.0,16.0,4.215290322580645,14.0,3110400.0,1.37,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
64990.0,5.0,2020.0,3.2,4.664315937940762,1.0,512.0,16.0,4.215290322580645,14.0,3110400.0,1.37,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
103990.0,7.0,2020.0,2.6,8.0,1.0,512.0,16.0,4.0,15.6,2073600.0,2.65,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
69490.0,5.0,2019.8123123123123,3.2,8.0,1.0,512.0,8.0,4.0,15.6,2073600.0,2.57,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
